location,date,vaccine,total_vaccinations
Iceland,2021-05-27,Oxford/AstraZeneca,67671
Iceland,2021-05-27,Pfizer/BioNTech,146109
Italy,2020-12-27,Pfizer/BioNTech,7183
Italy,2020-12-28,Pfizer/BioNTech,8612
Italy,2020-12-29,Pfizer/BioNTech,9624
Italy,2020-12-30,Pfizer/BioNTech,14350
Italy,2020-12-31,Pfizer/BioNTech,39840
Italy,2021-01-01,Pfizer/BioNTech,50903
Italy,2021-01-02,Pfizer/BioNTech,89458
Italy,2021-01-03,Pfizer/BioNTech,124639
Italy,2021-01-04,Pfizer/BioNTech,193528
Italy,2021-01-05,Pfizer/BioNTech,273382
Italy,2021-01-06,Pfizer/BioNTech,338619
Italy,2021-01-07,Pfizer/BioNTech,431000
Italy,2021-01-08,Moderna,2
Italy,2021-01-08,Pfizer/BioNTech,526737
Italy,2021-01-09,Pfizer/BioNTech,613789
Italy,2021-01-10,Pfizer/BioNTech,674195
Italy,2021-01-11,Pfizer/BioNTech,755345
Italy,2021-01-12,Pfizer/BioNTech,837910
Italy,2021-01-13,Moderna,3
Italy,2021-01-13,Pfizer/BioNTech,932662
Italy,2021-01-14,Moderna,87
Italy,2021-01-14,Pfizer/BioNTech,1026560
Italy,2021-01-15,Moderna,1183
Italy,2021-01-15,Oxford/AstraZeneca,1
Italy,2021-01-15,Pfizer/BioNTech,1115262
Italy,2021-01-16,Moderna,2095
Italy,2021-01-16,Pfizer/BioNTech,1179432
Italy,2021-01-17,Moderna,2388
Italy,2021-01-17,Pfizer/BioNTech,1216291
Italy,2021-01-18,Moderna,3606
Italy,2021-01-18,Pfizer/BioNTech,1258997
Italy,2021-01-19,Moderna,5699
Italy,2021-01-19,Pfizer/BioNTech,1289898
Italy,2021-01-20,Moderna,8977
Italy,2021-01-20,Pfizer/BioNTech,1317378
Italy,2021-01-21,Moderna,11769
Italy,2021-01-21,Pfizer/BioNTech,1350214
Italy,2021-01-22,Moderna,13505
Italy,2021-01-22,Oxford/AstraZeneca,4
Italy,2021-01-22,Pfizer/BioNTech,1375105
Italy,2021-01-23,Moderna,14505
Italy,2021-01-23,Pfizer/BioNTech,1412985
Italy,2021-01-24,Moderna,15298
Italy,2021-01-24,Pfizer/BioNTech,1446032
Italy,2021-01-25,Moderna,15895
Italy,2021-01-25,Pfizer/BioNTech,1514517
Italy,2021-01-26,Moderna,16610
Italy,2021-01-26,Pfizer/BioNTech,1594004
Italy,2021-01-27,Moderna,17228
Italy,2021-01-27,Pfizer/BioNTech,1664245
Italy,2021-01-28,Moderna,17996
Italy,2021-01-28,Pfizer/BioNTech,1757160
Italy,2021-01-29,Moderna,18804
Italy,2021-01-29,Pfizer/BioNTech,1854255
Italy,2021-01-30,Moderna,19270
Italy,2021-01-30,Oxford/AstraZeneca,5
Italy,2021-01-30,Pfizer/BioNTech,1944102
Italy,2021-01-31,Moderna,19465
Italy,2021-01-31,Pfizer/BioNTech,2003486
Italy,2021-02-01,Moderna,20014
Italy,2021-02-01,Oxford/AstraZeneca,6
Italy,2021-02-01,Pfizer/BioNTech,2088547
Italy,2021-02-02,Moderna,21133
Italy,2021-02-02,Oxford/AstraZeneca,16
Italy,2021-02-02,Pfizer/BioNTech,2175399
Italy,2021-02-03,Moderna,22544
Italy,2021-02-03,Pfizer/BioNTech,2273653
Italy,2021-02-04,Moderna,24186
Italy,2021-02-04,Oxford/AstraZeneca,17
Italy,2021-02-04,Pfizer/BioNTech,2379634
Italy,2021-02-05,Moderna,27408
Italy,2021-02-05,Oxford/AstraZeneca,19
Italy,2021-02-05,Pfizer/BioNTech,2483514
Italy,2021-02-06,Moderna,29495
Italy,2021-02-06,Pfizer/BioNTech,2559147
Italy,2021-02-07,Moderna,30085
Italy,2021-02-07,Oxford/AstraZeneca,20
Italy,2021-02-07,Pfizer/BioNTech,2600387
Italy,2021-02-08,Moderna,32698
Italy,2021-02-08,Oxford/AstraZeneca,21
Italy,2021-02-08,Pfizer/BioNTech,2664585
Italy,2021-02-09,Moderna,36044
Italy,2021-02-09,Pfizer/BioNTech,2728070
Italy,2021-02-10,Moderna,38859
Italy,2021-02-10,Oxford/AstraZeneca,22
Italy,2021-02-10,Pfizer/BioNTech,2798031
Italy,2021-02-11,Moderna,41984
Italy,2021-02-11,Oxford/AstraZeneca,2925
Italy,2021-02-11,Pfizer/BioNTech,2866648
Italy,2021-02-12,Moderna,46108
Italy,2021-02-12,Oxford/AstraZeneca,7678
Italy,2021-02-12,Pfizer/BioNTech,2931680
Italy,2021-02-13,Moderna,49988
Italy,2021-02-13,Oxford/AstraZeneca,12963
Italy,2021-02-13,Pfizer/BioNTech,2975227
Italy,2021-02-14,Moderna,51487
Italy,2021-02-14,Oxford/AstraZeneca,20113
Italy,2021-02-14,Pfizer/BioNTech,2996417
Italy,2021-02-15,Moderna,55679
Italy,2021-02-15,Oxford/AstraZeneca,27013
Italy,2021-02-15,Pfizer/BioNTech,3047982
Italy,2021-02-16,Moderna,62446
Italy,2021-02-16,Oxford/AstraZeneca,36329
Italy,2021-02-16,Pfizer/BioNTech,3103078
Italy,2021-02-17,Moderna,70179
Italy,2021-02-17,Oxford/AstraZeneca,49036
Italy,2021-02-17,Pfizer/BioNTech,3162944
Italy,2021-02-18,Moderna,77210
Italy,2021-02-18,Oxford/AstraZeneca,66450
Italy,2021-02-18,Pfizer/BioNTech,3228310
Italy,2021-02-19,Moderna,84166
Italy,2021-02-19,Oxford/AstraZeneca,85798
Italy,2021-02-19,Pfizer/BioNTech,3294813
Italy,2021-02-20,Moderna,90544
Italy,2021-02-20,Oxford/AstraZeneca,105115
Italy,2021-02-20,Pfizer/BioNTech,3347474
Italy,2021-02-21,Moderna,96017
Italy,2021-02-21,Oxford/AstraZeneca,115783
Italy,2021-02-21,Pfizer/BioNTech,3382318
Italy,2021-02-22,Moderna,102072
Italy,2021-02-22,Oxford/AstraZeneca,139118
Italy,2021-02-22,Pfizer/BioNTech,3458440
Italy,2021-02-23,Moderna,107407
Italy,2021-02-23,Oxford/AstraZeneca,163909
Italy,2021-02-23,Pfizer/BioNTech,3534829
Italy,2021-02-24,Moderna,113658
Italy,2021-02-24,Oxford/AstraZeneca,191227
Italy,2021-02-24,Pfizer/BioNTech,3623278
Italy,2021-02-25,Moderna,119816
Italy,2021-02-25,Oxford/AstraZeneca,222916
Italy,2021-02-25,Pfizer/BioNTech,3713723
Italy,2021-02-26,Moderna,125555
Italy,2021-02-26,Oxford/AstraZeneca,263152
Italy,2021-02-26,Pfizer/BioNTech,3804222
Italy,2021-02-27,Moderna,132582
Italy,2021-02-27,Oxford/AstraZeneca,307925
Italy,2021-02-27,Pfizer/BioNTech,3879197
Italy,2021-02-28,Moderna,135275
Italy,2021-02-28,Oxford/AstraZeneca,334565
Italy,2021-02-28,Pfizer/BioNTech,3928092
Italy,2021-03-01,Moderna,142332
Italy,2021-03-01,Oxford/AstraZeneca,374617
Italy,2021-03-01,Pfizer/BioNTech,4016642
Italy,2021-03-02,Moderna,149834
Italy,2021-03-02,Oxford/AstraZeneca,430316
Italy,2021-03-02,Pfizer/BioNTech,4114275
Italy,2021-03-03,Moderna,159747
Italy,2021-03-03,Oxford/AstraZeneca,487426
Italy,2021-03-03,Pfizer/BioNTech,4233314
Italy,2021-03-04,Moderna,170703
Italy,2021-03-04,Oxford/AstraZeneca,546568
Italy,2021-03-04,Pfizer/BioNTech,4359337
Italy,2021-03-05,Moderna,182896
Italy,2021-03-05,Oxford/AstraZeneca,610631
Italy,2021-03-05,Pfizer/BioNTech,4486619
Italy,2021-03-06,Moderna,196073
Italy,2021-03-06,Oxford/AstraZeneca,673576
Italy,2021-03-06,Pfizer/BioNTech,4587455
Italy,2021-03-07,Moderna,203799
Italy,2021-03-07,Oxford/AstraZeneca,709349
Italy,2021-03-07,Pfizer/BioNTech,4645283
Italy,2021-03-08,Johnson&Johnson,4
Italy,2021-03-08,Moderna,216078
Italy,2021-03-08,Oxford/AstraZeneca,766528
Italy,2021-03-08,Pfizer/BioNTech,4754432
Italy,2021-03-09,Moderna,228630
Italy,2021-03-09,Oxford/AstraZeneca,826424
Italy,2021-03-09,Pfizer/BioNTech,4874241
Italy,2021-03-10,Moderna,239701
Italy,2021-03-10,Oxford/AstraZeneca,889839
Italy,2021-03-10,Pfizer/BioNTech,5011854
Italy,2021-03-11,Moderna,251942
Italy,2021-03-11,Oxford/AstraZeneca,957556
Italy,2021-03-11,Pfizer/BioNTech,5151585
Italy,2021-03-12,Moderna,261884
Italy,2021-03-12,Oxford/AstraZeneca,1027556
Italy,2021-03-12,Pfizer/BioNTech,5281498
Italy,2021-03-13,Moderna,273237
Italy,2021-03-13,Oxford/AstraZeneca,1093869
Italy,2021-03-13,Pfizer/BioNTech,5379870
Italy,2021-03-14,Moderna,280164
Italy,2021-03-14,Oxford/AstraZeneca,1134277
Italy,2021-03-14,Pfizer/BioNTech,5438021
Italy,2021-03-15,Moderna,291238
Italy,2021-03-15,Oxford/AstraZeneca,1181582
Italy,2021-03-15,Pfizer/BioNTech,5550849
Italy,2021-03-16,Moderna,303192
Italy,2021-03-16,Oxford/AstraZeneca,1181786
Italy,2021-03-16,Pfizer/BioNTech,5678920
Italy,2021-03-17,Moderna,314698
Italy,2021-03-17,Oxford/AstraZeneca,1181827
Italy,2021-03-17,Pfizer/BioNTech,5832865
Italy,2021-03-18,Moderna,327670
Italy,2021-03-18,Oxford/AstraZeneca,1181930
Italy,2021-03-18,Pfizer/BioNTech,5983089
Italy,2021-03-19,Moderna,339022
Italy,2021-03-19,Oxford/AstraZeneca,1200104
Italy,2021-03-19,Pfizer/BioNTech,6128972
Italy,2021-03-20,Moderna,351425
Italy,2021-03-20,Oxford/AstraZeneca,1249663
Italy,2021-03-20,Pfizer/BioNTech,6241340
Italy,2021-03-21,Moderna,361032
Italy,2021-03-21,Oxford/AstraZeneca,1293689
Italy,2021-03-21,Pfizer/BioNTech,6317365
Italy,2021-03-22,Moderna,373029
Italy,2021-03-22,Oxford/AstraZeneca,1360949
Italy,2021-03-22,Pfizer/BioNTech,6430381
Italy,2021-03-23,Moderna,386755
Italy,2021-03-23,Oxford/AstraZeneca,1437070
Italy,2021-03-23,Pfizer/BioNTech,6562531
Italy,2021-03-24,Moderna,402337
Italy,2021-03-24,Oxford/AstraZeneca,1510448
Italy,2021-03-24,Pfizer/BioNTech,6726124
Italy,2021-03-25,Moderna,420671
Italy,2021-03-25,Oxford/AstraZeneca,1588222
Italy,2021-03-25,Pfizer/BioNTech,6895402
Italy,2021-03-26,Moderna,439840
Italy,2021-03-26,Oxford/AstraZeneca,1667199
Italy,2021-03-26,Pfizer/BioNTech,7063570
Italy,2021-03-27,Moderna,468729
Italy,2021-03-27,Oxford/AstraZeneca,1734083
Italy,2021-03-27,Pfizer/BioNTech,7207114
Italy,2021-03-28,Moderna,485893
Italy,2021-03-28,Oxford/AstraZeneca,1789225
Italy,2021-03-28,Pfizer/BioNTech,7297435
Italy,2021-03-29,Moderna,510298
Italy,2021-03-29,Oxford/AstraZeneca,1858484
Italy,2021-03-29,Pfizer/BioNTech,7443048
Italy,2021-03-30,Moderna,539128
Italy,2021-03-30,Oxford/AstraZeneca,1929934
Italy,2021-03-30,Pfizer/BioNTech,7607943
Italy,2021-03-31,Johnson&Johnson,18
Italy,2021-03-31,Moderna,562414
Italy,2021-03-31,Oxford/AstraZeneca,1998178
Italy,2021-03-31,Pfizer/BioNTech,7818291
Italy,2021-04-01,Moderna,587431
Italy,2021-04-01,Oxford/AstraZeneca,2051472
Italy,2021-04-01,Pfizer/BioNTech,8024364
Italy,2021-04-02,Moderna,617792
Italy,2021-04-02,Oxford/AstraZeneca,2116282
Italy,2021-04-02,Pfizer/BioNTech,8209279
Italy,2021-04-03,Johnson&Johnson,19
Italy,2021-04-03,Moderna,653772
Italy,2021-04-03,Oxford/AstraZeneca,2163384
Italy,2021-04-03,Pfizer/BioNTech,8355346
Italy,2021-04-04,Moderna,665867
Italy,2021-04-04,Oxford/AstraZeneca,2201505
Italy,2021-04-04,Pfizer/BioNTech,8401231
Italy,2021-04-05,Moderna,685966
Italy,2021-04-05,Oxford/AstraZeneca,2260384
Italy,2021-04-05,Pfizer/BioNTech,8492818
Italy,2021-04-06,Johnson&Johnson,24
Italy,2021-04-06,Moderna,725788
Italy,2021-04-06,Oxford/AstraZeneca,2343978
Italy,2021-04-06,Pfizer/BioNTech,8652306
Italy,2021-04-07,Moderna,755495
Italy,2021-04-07,Oxford/AstraZeneca,2423769
Italy,2021-04-07,Pfizer/BioNTech,8864593
Italy,2021-04-08,Moderna,789387
Italy,2021-04-08,Oxford/AstraZeneca,2479996
Italy,2021-04-08,Pfizer/BioNTech,9107399
Italy,2021-04-09,Moderna,824944
Italy,2021-04-09,Oxford/AstraZeneca,2531996
Italy,2021-04-09,Pfizer/BioNTech,9353414
Italy,2021-04-10,Moderna,865778
Italy,2021-04-10,Oxford/AstraZeneca,2592609
Italy,2021-04-10,Pfizer/BioNTech,9572245
Italy,2021-04-11,Moderna,883652
Italy,2021-04-11,Oxford/AstraZeneca,2629899
Italy,2021-04-11,Pfizer/BioNTech,9718785
Italy,2021-04-12,Moderna,908262
Italy,2021-04-12,Oxford/AstraZeneca,2708303
Italy,2021-04-12,Pfizer/BioNTech,9882324
Italy,2021-04-13,Moderna,936298
Italy,2021-04-13,Oxford/AstraZeneca,2803539
Italy,2021-04-13,Pfizer/BioNTech,10046738
Italy,2021-04-14,Johnson&Johnson,25
Italy,2021-04-14,Moderna,963342
Italy,2021-04-14,Oxford/AstraZeneca,2904032
Italy,2021-04-14,Pfizer/BioNTech,10239057
Italy,2021-04-15,Moderna,988426
Italy,2021-04-15,Oxford/AstraZeneca,2994503
Italy,2021-04-15,Pfizer/BioNTech,10473883
Italy,2021-04-16,Moderna,1009817
Italy,2021-04-16,Oxford/AstraZeneca,3101692
Italy,2021-04-16,Pfizer/BioNTech,10724231
Italy,2021-04-17,Moderna,1032123
Italy,2021-04-17,Oxford/AstraZeneca,3210237
Italy,2021-04-17,Pfizer/BioNTech,10952609
Italy,2021-04-18,Moderna,1045567
Italy,2021-04-18,Oxford/AstraZeneca,3283018
Italy,2021-04-18,Pfizer/BioNTech,11108328
Italy,2021-04-19,Moderna,1062781
Italy,2021-04-19,Oxford/AstraZeneca,3379024
Italy,2021-04-19,Pfizer/BioNTech,11305585
Italy,2021-04-20,Moderna,1086783
Italy,2021-04-20,Oxford/AstraZeneca,3476077
Italy,2021-04-20,Pfizer/BioNTech,11517663
Italy,2021-04-21,Moderna,1116759
Italy,2021-04-21,Oxford/AstraZeneca,3577919
Italy,2021-04-21,Pfizer/BioNTech,11758575
Italy,2021-04-22,Johnson&Johnson,314
Italy,2021-04-22,Moderna,1149079
Italy,2021-04-22,Oxford/AstraZeneca,3669228
Italy,2021-04-22,Pfizer/BioNTech,12032735
Italy,2021-04-23,Johnson&Johnson,855
Italy,2021-04-23,Moderna,1181485
Italy,2021-04-23,Oxford/AstraZeneca,3765371
Italy,2021-04-23,Pfizer/BioNTech,12307502
Italy,2021-04-24,Johnson&Johnson,3885
Italy,2021-04-24,Moderna,1223813
Italy,2021-04-24,Oxford/AstraZeneca,3858666
Italy,2021-04-24,Pfizer/BioNTech,12554774
Italy,2021-04-25,Johnson&Johnson,12630
Italy,2021-04-25,Moderna,1256202
Italy,2021-04-25,Oxford/AstraZeneca,3934306
Italy,2021-04-25,Pfizer/BioNTech,12705404
Italy,2021-04-26,Johnson&Johnson,21953
Italy,2021-04-26,Moderna,1294995
Italy,2021-04-26,Oxford/AstraZeneca,3998768
Italy,2021-04-26,Pfizer/BioNTech,12936681
Italy,2021-04-27,Johnson&Johnson,29577
Italy,2021-04-27,Moderna,1347891
Italy,2021-04-27,Oxford/AstraZeneca,4066501
Italy,2021-04-27,Pfizer/BioNTech,13178701
Italy,2021-04-28,Johnson&Johnson,37487
Italy,2021-04-28,Moderna,1402056
Italy,2021-04-28,Oxford/AstraZeneca,4143398
Italy,2021-04-28,Pfizer/BioNTech,13446792
Italy,2021-04-29,Johnson&Johnson,47405
Italy,2021-04-29,Moderna,1455908
Italy,2021-04-29,Oxford/AstraZeneca,4231901
Italy,2021-04-29,Pfizer/BioNTech,13821708
Italy,2021-04-30,Johnson&Johnson,61842
Italy,2021-04-30,Moderna,1503904
Italy,2021-04-30,Oxford/AstraZeneca,4317577
Italy,2021-04-30,Pfizer/BioNTech,14199473
Italy,2021-05-01,Johnson&Johnson,79639
Italy,2021-05-01,Moderna,1546276
Italy,2021-05-01,Oxford/AstraZeneca,4385303
Italy,2021-05-01,Pfizer/BioNTech,14503994
Italy,2021-05-02,Johnson&Johnson,91083
Italy,2021-05-02,Moderna,1577071
Italy,2021-05-02,Oxford/AstraZeneca,4449823
Italy,2021-05-02,Pfizer/BioNTech,14766597
Italy,2021-05-03,Johnson&Johnson,102119
Italy,2021-05-03,Moderna,1617349
Italy,2021-05-03,Oxford/AstraZeneca,4541580
Italy,2021-05-03,Pfizer/BioNTech,15034155
Italy,2021-05-04,Johnson&Johnson,113416
Italy,2021-05-04,Moderna,1676658
Italy,2021-05-04,Oxford/AstraZeneca,4657169
Italy,2021-05-04,Pfizer/BioNTech,15294429
Italy,2021-05-05,Johnson&Johnson,126852
Italy,2021-05-05,Moderna,1731185
Italy,2021-05-05,Oxford/AstraZeneca,4781474
Italy,2021-05-05,Pfizer/BioNTech,15582554
Italy,2021-05-06,Johnson&Johnson,139370
Italy,2021-05-06,Moderna,1778182
Italy,2021-05-06,Oxford/AstraZeneca,4892533
Italy,2021-05-06,Pfizer/BioNTech,15929161
Italy,2021-05-07,Johnson&Johnson,151247
Italy,2021-05-07,Moderna,1830409
Italy,2021-05-07,Oxford/AstraZeneca,4997000
Italy,2021-05-07,Pfizer/BioNTech,16301326
Italy,2021-05-08,Johnson&Johnson,167259
Italy,2021-05-08,Moderna,1890326
Italy,2021-05-08,Oxford/AstraZeneca,5100755
Italy,2021-05-08,Pfizer/BioNTech,16631772
Italy,2021-05-09,Johnson&Johnson,174903
Italy,2021-05-09,Moderna,1922919
Italy,2021-05-09,Oxford/AstraZeneca,5191669
Italy,2021-05-09,Pfizer/BioNTech,16881633
Italy,2021-05-10,Johnson&Johnson,182736
Italy,2021-05-10,Moderna,1964590
Italy,2021-05-10,Oxford/AstraZeneca,5299911
Italy,2021-05-10,Pfizer/BioNTech,17162326
Italy,2021-05-11,Johnson&Johnson,191982
Italy,2021-05-11,Moderna,2029728
Italy,2021-05-11,Oxford/AstraZeneca,5402348
Italy,2021-05-11,Pfizer/BioNTech,17439397
Italy,2021-05-12,Johnson&Johnson,200117
Italy,2021-05-12,Moderna,2090516
Italy,2021-05-12,Oxford/AstraZeneca,5502522
Italy,2021-05-12,Pfizer/BioNTech,17750445
Italy,2021-05-13,Johnson&Johnson,208041
Italy,2021-05-13,Moderna,2137944
Italy,2021-05-13,Oxford/AstraZeneca,5593975
Italy,2021-05-13,Pfizer/BioNTech,18127842
Italy,2021-05-14,Johnson&Johnson,215907
Italy,2021-05-14,Moderna,2187150
Italy,2021-05-14,Oxford/AstraZeneca,5690591
Italy,2021-05-14,Pfizer/BioNTech,18523732
Italy,2021-05-15,Johnson&Johnson,233649
Italy,2021-05-15,Moderna,2241446
Italy,2021-05-15,Oxford/AstraZeneca,5786373
Italy,2021-05-15,Pfizer/BioNTech,18897410
Italy,2021-05-16,Johnson&Johnson,249752
Italy,2021-05-16,Moderna,2276224
Italy,2021-05-16,Oxford/AstraZeneca,5865378
Italy,2021-05-16,Pfizer/BioNTech,19175813
Italy,2021-05-17,Johnson&Johnson,266381
Italy,2021-05-17,Moderna,2321411
Italy,2021-05-17,Oxford/AstraZeneca,5944700
Italy,2021-05-17,Pfizer/BioNTech,19496617
Italy,2021-05-18,Johnson&Johnson,284042
Italy,2021-05-18,Moderna,2373549
Italy,2021-05-18,Oxford/AstraZeneca,6040319
Italy,2021-05-18,Pfizer/BioNTech,19794822
Italy,2021-05-19,Johnson&Johnson,302069
Italy,2021-05-19,Moderna,2428010
Italy,2021-05-19,Oxford/AstraZeneca,6138838
Italy,2021-05-19,Pfizer/BioNTech,20103061
Italy,2021-05-20,Johnson&Johnson,321532
Italy,2021-05-20,Moderna,2467108
Italy,2021-05-20,Oxford/AstraZeneca,6225971
Italy,2021-05-20,Pfizer/BioNTech,20501245
Italy,2021-05-21,Johnson&Johnson,339504
Italy,2021-05-21,Moderna,2510559
Italy,2021-05-21,Oxford/AstraZeneca,6318010
Italy,2021-05-21,Pfizer/BioNTech,20904259
Italy,2021-05-22,Johnson&Johnson,377587
Italy,2021-05-22,Moderna,2575658
Italy,2021-05-22,Oxford/AstraZeneca,6403204
Italy,2021-05-22,Pfizer/BioNTech,21231019
Italy,2021-05-23,Johnson&Johnson,413502
Italy,2021-05-23,Moderna,2630711
Italy,2021-05-23,Oxford/AstraZeneca,6463481
Italy,2021-05-23,Pfizer/BioNTech,21486091
Italy,2021-05-24,Johnson&Johnson,444007
Italy,2021-05-24,Moderna,2699382
Italy,2021-05-24,Oxford/AstraZeneca,6540215
Italy,2021-05-24,Pfizer/BioNTech,21764553
Italy,2021-05-25,Johnson&Johnson,473036
Italy,2021-05-25,Moderna,2795630
Italy,2021-05-25,Oxford/AstraZeneca,6637941
Italy,2021-05-25,Pfizer/BioNTech,22010305
Italy,2021-05-26,Johnson&Johnson,503155
Italy,2021-05-26,Moderna,2901137
Italy,2021-05-26,Oxford/AstraZeneca,6739596
Italy,2021-05-26,Pfizer/BioNTech,22285723
Italy,2021-05-27,Johnson&Johnson,524391
Italy,2021-05-27,Moderna,2974096
Italy,2021-05-27,Oxford/AstraZeneca,6833788
Italy,2021-05-27,Pfizer/BioNTech,22666123
Italy,2021-05-28,Johnson&Johnson,542650
Italy,2021-05-28,Moderna,3032965
Italy,2021-05-28,Oxford/AstraZeneca,6928409
Italy,2021-05-28,Pfizer/BioNTech,23068356
Italy,2021-05-29,Johnson&Johnson,560499
Italy,2021-05-29,Moderna,3088074
Italy,2021-05-29,Oxford/AstraZeneca,7001947
Italy,2021-05-29,Pfizer/BioNTech,23431150
Italy,2021-05-30,Johnson&Johnson,578165
Italy,2021-05-30,Moderna,3127669
Italy,2021-05-30,Oxford/AstraZeneca,7050789
Italy,2021-05-30,Pfizer/BioNTech,23714218
Latvia,2020-12-28,Pfizer/BioNTech,595
Latvia,2020-12-29,Pfizer/BioNTech,1468
Latvia,2020-12-30,Pfizer/BioNTech,2261
Latvia,2021-01-04,Pfizer/BioNTech,2960
Latvia,2021-01-05,Pfizer/BioNTech,3849
Latvia,2021-01-06,Pfizer/BioNTech,4625
Latvia,2021-01-07,Pfizer/BioNTech,5434
Latvia,2021-01-08,Pfizer/BioNTech,6341
Latvia,2021-01-09,Pfizer/BioNTech,6646
Latvia,2021-01-10,Pfizer/BioNTech,6982
Latvia,2021-01-11,Pfizer/BioNTech,8349
Latvia,2021-01-12,Pfizer/BioNTech,9976
Latvia,2021-01-13,Moderna,130
Latvia,2021-01-13,Pfizer/BioNTech,11358
Latvia,2021-01-14,Moderna,553
Latvia,2021-01-14,Pfizer/BioNTech,12759
Latvia,2021-01-15,Moderna,914
Latvia,2021-01-15,Pfizer/BioNTech,14272
Latvia,2021-01-16,Moderna,944
Latvia,2021-01-16,Pfizer/BioNTech,14910
Latvia,2021-01-17,Pfizer/BioNTech,15027
Latvia,2021-01-18,Moderna,1088
Latvia,2021-01-18,Pfizer/BioNTech,15731
Latvia,2021-01-19,Moderna,1149
Latvia,2021-01-19,Pfizer/BioNTech,16547
Latvia,2021-01-20,Moderna,1159
Latvia,2021-01-20,Pfizer/BioNTech,17311
Latvia,2021-01-21,Pfizer/BioNTech,17590
Latvia,2021-01-22,Moderna,1179
Latvia,2021-01-22,Pfizer/BioNTech,17786
Latvia,2021-01-23,Pfizer/BioNTech,17912
Latvia,2021-01-24,Pfizer/BioNTech,17913
Latvia,2021-01-25,Pfizer/BioNTech,18581
Latvia,2021-01-26,Moderna,1190
Latvia,2021-01-26,Pfizer/BioNTech,19423
Latvia,2021-01-27,Pfizer/BioNTech,20246
Latvia,2021-01-28,Pfizer/BioNTech,21029
Latvia,2021-01-29,Moderna,1201
Latvia,2021-01-29,Pfizer/BioNTech,21983
Latvia,2021-01-30,Pfizer/BioNTech,22291
Latvia,2021-01-31,Pfizer/BioNTech,22625
Latvia,2021-02-01,Pfizer/BioNTech,23813
Latvia,2021-02-02,Moderna,1321
Latvia,2021-02-02,Oxford/AstraZeneca,1
Latvia,2021-02-02,Pfizer/BioNTech,25508
Latvia,2021-02-03,Moderna,1542
Latvia,2021-02-03,Pfizer/BioNTech,26911
Latvia,2021-02-04,Moderna,1653
Latvia,2021-02-04,Pfizer/BioNTech,28307
Latvia,2021-02-05,Moderna,1743
Latvia,2021-02-05,Pfizer/BioNTech,29886
Latvia,2021-02-06,Pfizer/BioNTech,30456
Latvia,2021-02-07,Pfizer/BioNTech,30581
Latvia,2021-02-08,Moderna,1783
Latvia,2021-02-08,Pfizer/BioNTech,30952
Latvia,2021-02-09,Moderna,1803
Latvia,2021-02-09,Oxford/AstraZeneca,21
Latvia,2021-02-09,Pfizer/BioNTech,31096
Latvia,2021-02-10,Moderna,1932
Latvia,2021-02-10,Oxford/AstraZeneca,436
Latvia,2021-02-10,Pfizer/BioNTech,31182
Latvia,2021-02-11,Moderna,2316
Latvia,2021-02-11,Oxford/AstraZeneca,1530
Latvia,2021-02-11,Pfizer/BioNTech,31490
Latvia,2021-02-12,Moderna,2660
Latvia,2021-02-12,Oxford/AstraZeneca,2697
Latvia,2021-02-12,Pfizer/BioNTech,31716
Latvia,2021-02-13,Moderna,2710
Latvia,2021-02-13,Oxford/AstraZeneca,2919
Latvia,2021-02-13,Pfizer/BioNTech,31845
Latvia,2021-02-14,Moderna,2730
Latvia,2021-02-14,Oxford/AstraZeneca,2920
Latvia,2021-02-15,Moderna,2882
Latvia,2021-02-15,Oxford/AstraZeneca,3619
Latvia,2021-02-15,Pfizer/BioNTech,31873
Latvia,2021-02-16,Moderna,3101
Latvia,2021-02-16,Oxford/AstraZeneca,4764
Latvia,2021-02-16,Pfizer/BioNTech,31891
Latvia,2021-02-17,Moderna,3233
Latvia,2021-02-17,Oxford/AstraZeneca,6477
Latvia,2021-02-17,Pfizer/BioNTech,32045
Latvia,2021-02-18,Moderna,3471
Latvia,2021-02-18,Oxford/AstraZeneca,7733
Latvia,2021-02-18,Pfizer/BioNTech,32105
Latvia,2021-02-19,Moderna,3679
Latvia,2021-02-19,Oxford/AstraZeneca,8848
Latvia,2021-02-19,Pfizer/BioNTech,32162
Latvia,2021-02-20,Moderna,3699
Latvia,2021-02-20,Oxford/AstraZeneca,9572
Latvia,2021-02-21,Oxford/AstraZeneca,10380
Latvia,2021-02-22,Moderna,3943
Latvia,2021-02-22,Oxford/AstraZeneca,11889
Latvia,2021-02-22,Pfizer/BioNTech,32194
Latvia,2021-02-23,Moderna,4164
Latvia,2021-02-23,Oxford/AstraZeneca,14037
Latvia,2021-02-23,Pfizer/BioNTech,32221
Latvia,2021-02-24,Moderna,4315
Latvia,2021-02-24,Oxford/AstraZeneca,18170
Latvia,2021-02-24,Pfizer/BioNTech,32260
Latvia,2021-02-25,Moderna,4575
Latvia,2021-02-25,Oxford/AstraZeneca,22020
Latvia,2021-02-25,Pfizer/BioNTech,32354
Latvia,2021-02-26,Moderna,4789
Latvia,2021-02-26,Oxford/AstraZeneca,25063
Latvia,2021-02-26,Pfizer/BioNTech,32485
Latvia,2021-02-27,Moderna,5109
Latvia,2021-02-27,Oxford/AstraZeneca,25324
Latvia,2021-02-27,Pfizer/BioNTech,32494
Latvia,2021-02-28,Moderna,5110
Latvia,2021-02-28,Oxford/AstraZeneca,25453
